"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","895","Unsuccessfully login with username: ""tomsmith"" and password: """"","chromium","Fri Jun 06 07:27:26 UTC 2025","passed","Fri Jun 06 07:27:27 UTC 2025","Login Suite","login.spec.ts","",""
"","1566","User is navigated to the Login page","firefox","Fri Jun 06 07:27:31 UTC 2025","passed","Fri Jun 06 07:27:33 UTC 2025","Login Suite","login.spec.ts","",""
"","1846","Unsuccessfully login with username: """" and password: ""SuperSecretPassword!""","firefox","Fri Jun 06 07:27:38 UTC 2025","passed","Fri Jun 06 07:27:40 UTC 2025","Login Suite","login.spec.ts","",""
"","909","Successful login","chromium","Fri Jun 06 07:27:27 UTC 2025","passed","Fri Jun 06 07:27:27 UTC 2025","Login Suite","login.spec.ts","",""
"","1158","Unsuccessfully login with username: ""tomsmith"" and password: ""SuperSecretPassword""","firefox","Fri Jun 06 07:27:34 UTC 2025","passed","Fri Jun 06 07:27:35 UTC 2025","Login Suite","login.spec.ts","",""
"","812","User is navigated to the Login page","chromium","Fri Jun 06 07:27:22 UTC 2025","passed","Fri Jun 06 07:27:23 UTC 2025","Login Suite","login.spec.ts","",""
"","1810","Successful login","webkit","Fri Jun 06 07:28:01 UTC 2025","passed","Fri Jun 06 07:28:02 UTC 2025","Login Suite","login.spec.ts","",""
"","3045","has title","webkit","Fri Jun 06 07:27:44 UTC 2025","passed","Fri Jun 06 07:27:47 UTC 2025","","example.spec.ts","",""
"","879","get started link","firefox","Fri Jun 06 07:27:30 UTC 2025","passed","Fri Jun 06 07:27:31 UTC 2025","","example.spec.ts","",""
"","1240","Unsuccessfully login with username: ""tomsmith"" and password: """"","firefox","Fri Jun 06 07:27:40 UTC 2025","passed","Fri Jun 06 07:27:41 UTC 2025","Login Suite","login.spec.ts","",""
"","1779","Unsuccessfully login with username: ""tomsmith"" and password: ""SuperSecretPassword""","webkit","Fri Jun 06 07:27:55 UTC 2025","passed","Fri Jun 06 07:27:57 UTC 2025","Login Suite","login.spec.ts","",""
"","1208","Successful login","firefox","Fri Jun 06 07:27:41 UTC 2025","passed","Fri Jun 06 07:27:42 UTC 2025","Login Suite","login.spec.ts","",""
"","927","Unsuccessfully login with username: """" and password: ""SuperSecretPassword!""","chromium","Fri Jun 06 07:27:25 UTC 2025","passed","Fri Jun 06 07:27:26 UTC 2025","Login Suite","login.spec.ts","",""
"","1381","has title","firefox","Fri Jun 06 07:27:28 UTC 2025","passed","Fri Jun 06 07:27:30 UTC 2025","","example.spec.ts","",""
"","1791","Unsuccessfully login with username: ""tomsmith"" and password: """"","webkit","Fri Jun 06 07:27:59 UTC 2025","passed","Fri Jun 06 07:28:01 UTC 2025","Login Suite","login.spec.ts","",""
"","964","Unsuccessfully login with username: ""tomsmith"" and password: ""SuperSecretPassword""","chromium","Fri Jun 06 07:27:24 UTC 2025","passed","Fri Jun 06 07:27:25 UTC 2025","Login Suite","login.spec.ts","",""
"","717","get started link","chromium","Fri Jun 06 07:27:21 UTC 2025","passed","Fri Jun 06 07:27:22 UTC 2025","","example.spec.ts","",""
"","1462","User is navigated to the Login page","webkit","Fri Jun 06 07:27:51 UTC 2025","passed","Fri Jun 06 07:27:53 UTC 2025","Login Suite","login.spec.ts","",""
"","1571","get started link","webkit","Fri Jun 06 07:27:50 UTC 2025","passed","Fri Jun 06 07:27:51 UTC 2025","","example.spec.ts","",""
"","1200","Unsuccessfully login with username: ""tomsmit"" and password: ""SuperSecretPassword!""","firefox","Fri Jun 06 07:27:33 UTC 2025","passed","Fri Jun 06 07:27:34 UTC 2025","Login Suite","login.spec.ts","",""
"","717","has title","chromium","Fri Jun 06 07:27:18 UTC 2025","passed","Fri Jun 06 07:27:18 UTC 2025","","example.spec.ts","",""
"","1840","Unsuccessfully login with username: """" and password: ""SuperSecretPassword!""","webkit","Fri Jun 06 07:27:57 UTC 2025","passed","Fri Jun 06 07:27:59 UTC 2025","Login Suite","login.spec.ts","",""
"","2326","Unsuccessfully login with username: ""tomsmit"" and password: ""SuperSecretPassword!""","webkit","Fri Jun 06 07:27:53 UTC 2025","passed","Fri Jun 06 07:27:55 UTC 2025","Login Suite","login.spec.ts","",""
"","928","Unsuccessfully login with username: ""tomsmit"" and password: ""SuperSecretPassword!""","chromium","Fri Jun 06 07:27:23 UTC 2025","passed","Fri Jun 06 07:27:24 UTC 2025","Login Suite","login.spec.ts","",""
