"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1043","User is navigated to the Login page","chromium","Fri Jun 06 07:53:40 UTC 2025","passed","Fri Jun 06 07:53:41 UTC 2025","Login Suite","login.spec.ts","",""
"","2011","Unsuccessfully login with username: ""tomsmith"" and password: """"","firefox","Fri Jun 06 07:54:03 UTC 2025","passed","Fri Jun 06 07:54:05 UTC 2025","Login Suite","login.spec.ts","",""
"","822","get started link","firefox","Fri Jun 06 07:53:50 UTC 2025","passed","Fri Jun 06 07:53:50 UTC 2025","","example.spec.ts","",""
"","1259","Successful login","chromium","Fri Jun 06 07:53:46 UTC 2025","passed","Fri Jun 06 07:53:47 UTC 2025","Login Suite","login.spec.ts","",""
"","1208","Unsuccessfully login with username: ""tomsmith"" and password: ""SuperSecretPassword""","chromium","Fri Jun 06 07:53:42 UTC 2025","passed","Fri Jun 06 07:53:43 UTC 2025","Login Suite","login.spec.ts","",""
"","1484","Unsuccessfully login with username: """" and password: ""SuperSecretPassword!""","firefox","Fri Jun 06 07:53:59 UTC 2025","passed","Fri Jun 06 07:54:00 UTC 2025","Login Suite","login.spec.ts","",""
"","619","get started link","chromium","Fri Jun 06 07:53:39 UTC 2025","passed","Fri Jun 06 07:53:40 UTC 2025","","example.spec.ts","",""
"","1214","Unsuccessfully login with username: ""tomsmit"" and password: ""SuperSecretPassword!""","chromium","Fri Jun 06 07:53:41 UTC 2025","passed","Fri Jun 06 07:53:42 UTC 2025","Login Suite","login.spec.ts","",""
"","2052","Unsuccessfully login with username: ""tomsmit"" and password: ""SuperSecretPassword!""","firefox","Fri Jun 06 07:53:55 UTC 2025","passed","Fri Jun 06 07:53:57 UTC 2025","Login Suite","login.spec.ts","",""
"","1435","get started link","webkit","Fri Jun 06 07:54:14 UTC 2025","passed","Fri Jun 06 07:54:15 UTC 2025","","example.spec.ts","",""
"","1491","Successful login","firefox","Fri Jun 06 07:54:06 UTC 2025","passed","Fri Jun 06 07:54:07 UTC 2025","Login Suite","login.spec.ts","",""
"","4242","has title","webkit","Fri Jun 06 07:54:08 UTC 2025","passed","Fri Jun 06 07:54:12 UTC 2025","","example.spec.ts","",""
"","1834","User is navigated to the Login page","webkit","Fri Jun 06 07:54:15 UTC 2025","passed","Fri Jun 06 07:54:17 UTC 2025","Login Suite","login.spec.ts","",""
"","1491","Unsuccessfully login with username: ""tomsmith"" and password: ""SuperSecretPassword""","firefox","Fri Jun 06 07:53:58 UTC 2025","passed","Fri Jun 06 07:53:59 UTC 2025","Login Suite","login.spec.ts","",""
"","1232","Unsuccessfully login with username: """" and password: ""SuperSecretPassword!""","chromium","Fri Jun 06 07:53:43 UTC 2025","passed","Fri Jun 06 07:53:45 UTC 2025","Login Suite","login.spec.ts","",""
"","2234","Unsuccessfully login with username: ""tomsmith"" and password: """"","webkit","Fri Jun 06 07:54:24 UTC 2025","passed","Fri Jun 06 07:54:26 UTC 2025","Login Suite","login.spec.ts","",""
"","576","has title","chromium","Fri Jun 06 07:53:36 UTC 2025","passed","Fri Jun 06 07:53:37 UTC 2025","","example.spec.ts","",""
"","2250","Successful login","webkit","Fri Jun 06 07:54:27 UTC 2025","passed","Fri Jun 06 07:54:29 UTC 2025","Login Suite","login.spec.ts","",""
"","2249","Unsuccessfully login with username: ""tomsmith"" and password: ""SuperSecretPassword""","webkit","Fri Jun 06 07:54:20 UTC 2025","passed","Fri Jun 06 07:54:22 UTC 2025","Login Suite","login.spec.ts","",""
"","2328","Unsuccessfully login with username: """" and password: ""SuperSecretPassword!""","webkit","Fri Jun 06 07:54:22 UTC 2025","passed","Fri Jun 06 07:54:24 UTC 2025","Login Suite","login.spec.ts","",""
"","1335","has title","firefox","Fri Jun 06 07:53:48 UTC 2025","passed","Fri Jun 06 07:53:49 UTC 2025","","example.spec.ts","",""
"","2744","Unsuccessfully login with username: ""tomsmit"" and password: ""SuperSecretPassword!""","webkit","Fri Jun 06 07:54:17 UTC 2025","passed","Fri Jun 06 07:54:20 UTC 2025","Login Suite","login.spec.ts","",""
"","1174","Unsuccessfully login with username: ""tomsmith"" and password: """"","chromium","Fri Jun 06 07:53:45 UTC 2025","passed","Fri Jun 06 07:53:46 UTC 2025","Login Suite","login.spec.ts","",""
"","1912","User is navigated to the Login page","firefox","Fri Jun 06 07:53:51 UTC 2025","passed","Fri Jun 06 07:53:52 UTC 2025","Login Suite","login.spec.ts","",""
