"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1286","Unsuccessfully login with username: ""tomsmith"" and password: ""SuperSecretPassword""","webkit","Fri Jun 06 07:51:38 UTC 2025","passed","Fri Jun 06 07:51:39 UTC 2025","Login Suite","login.spec.ts","",""
"","628","Unsuccessfully login with username: ""tomsmit"" and password: ""SuperSecretPassword!""","chromium","Fri Jun 06 07:51:02 UTC 2025","passed","Fri Jun 06 07:51:03 UTC 2025","Login Suite","login.spec.ts","",""
"","880","Unsuccessfully login with username: ""tomsmith"" and password: ""SuperSecretPassword""","firefox","Fri Jun 06 07:51:12 UTC 2025","passed","Fri Jun 06 07:51:13 UTC 2025","Login Suite","login.spec.ts","",""
"","639","get started link","chromium","Fri Jun 06 07:51:01 UTC 2025","passed","Fri Jun 06 07:51:02 UTC 2025","","example.spec.ts","",""
"","1275","Successful login","webkit","Fri Jun 06 07:51:42 UTC 2025","passed","Fri Jun 06 07:51:43 UTC 2025","Login Suite","login.spec.ts","",""
"","921","Unsuccessfully login with username: ""tomsmit"" and password: ""SuperSecretPassword!""","firefox","Fri Jun 06 07:51:11 UTC 2025","passed","Fri Jun 06 07:51:12 UTC 2025","Login Suite","login.spec.ts","",""
"","1663","Unsuccessfully login with username: """" and password: ""SuperSecretPassword!""","firefox","Fri Jun 06 07:51:15 UTC 2025","passed","Fri Jun 06 07:51:17 UTC 2025","Login Suite","login.spec.ts","",""
"","592","Unsuccessfully login with username: ""tomsmith"" and password: """"","chromium","Fri Jun 06 07:51:04 UTC 2025","passed","Fri Jun 06 07:51:05 UTC 2025","Login Suite","login.spec.ts","",""
"","1413","get started link","webkit","Fri Jun 06 07:51:34 UTC 2025","passed","Fri Jun 06 07:51:35 UTC 2025","","example.spec.ts","",""
"","899","Successful login","firefox","Fri Jun 06 07:51:25 UTC 2025","passed","Fri Jun 06 07:51:25 UTC 2025","Login Suite","login.spec.ts","",""
"","1930","Unsuccessfully login with username: ""tomsmit"" and password: ""SuperSecretPassword!""","webkit","Fri Jun 06 07:51:36 UTC 2025","passed","Fri Jun 06 07:51:38 UTC 2025","Login Suite","login.spec.ts","",""
"","625","Unsuccessfully login with username: """" and password: ""SuperSecretPassword!""","chromium","Fri Jun 06 07:51:04 UTC 2025","passed","Fri Jun 06 07:51:04 UTC 2025","Login Suite","login.spec.ts","",""
"","628","Successful login","chromium","Fri Jun 06 07:51:05 UTC 2025","passed","Fri Jun 06 07:51:05 UTC 2025","Login Suite","login.spec.ts","",""
"","6020","has title","webkit","Fri Jun 06 07:51:27 UTC 2025","passed","Fri Jun 06 07:51:33 UTC 2025","","example.spec.ts","",""
"","1406","User is navigated to the Login page","firefox","Fri Jun 06 07:51:09 UTC 2025","passed","Fri Jun 06 07:51:11 UTC 2025","Login Suite","login.spec.ts","",""
"","835","has title","chromium","Fri Jun 06 07:50:56 UTC 2025","passed","Fri Jun 06 07:50:57 UTC 2025","","example.spec.ts","",""
"","902","get started link","firefox","Fri Jun 06 07:51:09 UTC 2025","passed","Fri Jun 06 07:51:09 UTC 2025","","example.spec.ts","",""
"","1087","User is navigated to the Login page","webkit","Fri Jun 06 07:51:35 UTC 2025","passed","Fri Jun 06 07:51:36 UTC 2025","Login Suite","login.spec.ts","",""
"","612","Unsuccessfully login with username: ""tomsmith"" and password: ""SuperSecretPassword""","chromium","Fri Jun 06 07:51:03 UTC 2025","passed","Fri Jun 06 07:51:04 UTC 2025","Login Suite","login.spec.ts","",""
"","560","User is navigated to the Login page","chromium","Fri Jun 06 07:51:02 UTC 2025","passed","Fri Jun 06 07:51:02 UTC 2025","Login Suite","login.spec.ts","",""
"","1256","Unsuccessfully login with username: ""tomsmith"" and password: """"","webkit","Fri Jun 06 07:51:41 UTC 2025","passed","Fri Jun 06 07:51:42 UTC 2025","Login Suite","login.spec.ts","",""
"","1442","has title","firefox","Fri Jun 06 07:51:06 UTC 2025","passed","Fri Jun 06 07:51:08 UTC 2025","","example.spec.ts","",""
"","1659","Unsuccessfully login with username: ""tomsmith"" and password: """"","firefox","Fri Jun 06 07:51:22 UTC 2025","passed","Fri Jun 06 07:51:24 UTC 2025","Login Suite","login.spec.ts","",""
"","1303","Unsuccessfully login with username: """" and password: ""SuperSecretPassword!""","webkit","Fri Jun 06 07:51:39 UTC 2025","passed","Fri Jun 06 07:51:41 UTC 2025","Login Suite","login.spec.ts","",""
